DATA_TEST,NOMBRE,DICE OC,DICE OD,DICE ODint,DICE AVG,PRECISION OC,PRECISION OD,PRECISION ODint,RECALL OC,RECALL OD,RECALL ODint,Hausdorff_distance_OC,Hausdorff_distance_OD,Hausdorff_distance_ODint
REFUGE,Test/0801.png,0.9137337011868168,0.9713715306798508,0.9713715306798508,0.9425526159333338,0,0,0,0,0,0,0,0,0
REFUGE,Test/0802.png,0.9063711944004895,0.9893584309962422,0.9893584309962422,0.9478648126983659,0,0,0,0,0,0,0,0,0
REFUGE,Test/0803.png,0.8991145208693941,0.9609496228379784,0.9609496228379784,0.9300320718536863,0,0,0,0,0,0,0,0,0
REFUGE,Test/0804.png,0.9201390035819381,0.9757387699014491,0.9757387699014491,0.9479388867416936,0,0,0,0,0,0,0,0,0
REFUGE,Test/0805.png,0.9479735075029763,0.9784304401463493,0.9784304401463493,0.9632019738246628,0,0,0,0,0,0,0,0,0
REFUGE,Test/0806.png,0.8330053679397107,0.9893653169149749,0.9893653169149749,0.9111853424273428,0,0,0,0,0,0,0,0,0
REFUGE,Test/0807.png,0.8583291403898621,0.9851661111704666,0.9851661111704666,0.9217476257801643,0,0,0,0,0,0,0,0,0
REFUGE,Test/0808.png,0.8965765457178627,0.9801918554880013,0.9801918554880013,0.9383842006029319,0,0,0,0,0,0,0,0,0
REFUGE,Test/0809.png,0.7929199776458902,0.9694904534565051,0.9694904534565051,0.8812052155511976,0,0,0,0,0,0,0,0,0
REFUGE,Test/0810.png,0.9331484088673501,0.9864411534398528,0.9864411534398528,0.9597947811536014,0,0,0,0,0,0,0,0,0
REFUGE,Test/0811.png,0.8752741392189116,0.9887097889819867,0.9887097889819867,0.9319919641004492,0,0,0,0,0,0,0,0,0
REFUGE,Test/0812.png,0.8323304493309354,0.9388154770874197,0.9388154770874197,0.8855729632091776,0,0,0,0,0,0,0,0,0
REFUGE,Test/0813.png,0.8969458552590921,0.9925767799220687,0.9925767799220687,0.9447613175905805,0,0,0,0,0,0,0,0,0
REFUGE,Test/0814.png,0.8983073243056621,0.9859055444904508,0.9859055444904508,0.9421064343980564,0,0,0,0,0,0,0,0,0
REFUGE,Test/0815.png,0.8788439167259778,0.9802904720662463,0.9802904720662463,0.9295671943961121,0,0,0,0,0,0,0,0,0
REFUGE,Test/0816.png,0.8663963933454379,0.9618973125396972,0.9618973125396972,0.9141468529425676,0,0,0,0,0,0,0,0,0
REFUGE,Test/0817.png,0.9204272241068436,0.9805402718761641,0.9805402718761641,0.9504837479915038,0,0,0,0,0,0,0,0,0
REFUGE,Test/0818.png,0.8856791427141099,0.976378677961053,0.976378677961053,0.9310289103375815,0,0,0,0,0,0,0,0,0
REFUGE,Test/0819.png,0.911047692811614,0.9588477454939253,0.9588477454939253,0.9349477191527696,0,0,0,0,0,0,0,0,0
REFUGE,Test/0820.png,0.6978487224498552,0.9683399552565823,0.9683399552565823,0.8330943388532188,0,0,0,0,0,0,0,0,0
REFUGE,Test/0821.png,0.8951628550329362,0.990331445648814,0.990331445648814,0.9427471503408751,0,0,0,0,0,0,0,0,0
REFUGE,Test/0822.png,0.9284463332736408,0.9838235448770206,0.9838235448770206,0.9561349390753306,0,0,0,0,0,0,0,0,0
REFUGE,Test/0823.png,0.8969103602389725,0.9763639276658577,0.9763639276658577,0.936637143952415,0,0,0,0,0,0,0,0,0
