NOMBRE,DICE OC,DICE OD,DICE AVG,PRECISION OC,PRECISION OD,RECALL OC,RECALL OD,Hausdorff_distance_OC,Hausdorff_distance_OD
RIM_ONE_R3,054.png,0.8475935981218342,0.7261986912766494,0.7868961446992417,0,0,0,0,0,0
RIM_ONE_R3,055.png,0.7949658678126305,0.9586160956104661,0.8767909817115482,0,0,0,0,0,0
RIM_ONE_R3,056.png,0.8435031003544102,0.9426413327702154,0.8930722165623128,0,0,0,0,0,0
RIM_ONE_R3,057.png,0.9718894854583062,0.9717569330155229,0.9718232092369146,0,0,0,0,0,0
RIM_ONE_R3,058.png,0.9427860954383556,0.9607441769166788,0.9517651361775172,0,0,0,0,0,0
RIM_ONE_R3,059.png,0.834033841254131,0.9302176792038617,0.8821257602289964,0,0,0,0,0,0
RIM_ONE_R3,060.png,0.8916264811079726,0.9467969795993658,0.9192117303536692,0,0,0,0,0,0
RIM_ONE_R3,061.png,0.9551950843288157,0.9463791327839781,0.9507871085563969,0,0,0,0,0,0
RIM_ONE_R3,062.png,0.8137211953535888,0.8768183776092522,0.8452697864814205,0,0,0,0,0,0
RIM_ONE_R3,063.png,0.8947738131690277,0.9136830550042851,0.9042284340866564,0,0,0,0,0,0
RIM_ONE_R3,064.png,0.936406309614751,0.9567285401809311,0.9465674248978411,0,0,0,0,0,0
RIM_ONE_R3,065.png,0.9368869069944891,0.9388415848358582,0.9378642459151736,0,0,0,0,0,0
RIM_ONE_R3,066.png,0.913868586256172,0.9498723285977718,0.9318704574269718,0,0,0,0,0,0
RIM_ONE_R3,067.png,0.8145463637568737,0.9594759039579701,0.8870111338574219,0,0,0,0,0,0
RIM_ONE_R3,068.png,0.9267945754360247,0.9411679195166368,0.9339812474763307,0,0,0,0,0,0
RIM_ONE_R3,069.png,0.9134298337887536,0.9524258296309239,0.9329278317098388,0,0,0,0,0,0
RIM_ONE_R3,070.png,0.8866712653308779,0.9755845784112396,0.9311279218710588,0,0,0,0,0,0
RIM_ONE_R3,071.png,0.8640104977015355,0.953745763188064,0.9088781304447997,0,0,0,0,0,0
RIM_ONE_R3,072.png,0.7856558621678297,0.8190068543905633,0.8023313582791964,0,0,0,0,0,0
RIM_ONE_R3,073.png,0.6871034862402441,0.7464532097907275,0.7167783480154858,0,0,0,0,0,0
RIM_ONE_R3,074.png,0.9427071492885097,0.9687431372899062,0.955725143289208,0,0,0,0,0,0
RIM_ONE_R3,075.png,0.7964816671611685,0.9492024092981651,0.8728420382296669,0,0,0,0,0,0
RIM_ONE_R3,076.png,0.6924944370195745,0.853498515192264,0.7729964761059193,0,0,0,0,0,0
RIM_ONE_R3,077.png,0.8615146016577,0.940145615079439,0.9008301083685695,0,0,0,0,0,0
RIM_ONE_R3,078.png,0.8332812358934037,0.9537549743286452,0.8935181051110245,0,0,0,0,0,0
RIM_ONE_R3,079.png,0.9634355282330396,0.9629260294795793,0.9631807788563094,0,0,0,0,0,0
RIM_ONE_R3,080.png,0.8892635025788279,0.9452723893067624,0.9172679459427951,0,0,0,0,0,0
RIM_ONE_R3,081.png,0.7948612200659437,0.9453881007596586,0.8701246604128012,0,0,0,0,0,0
RIM_ONE_R3,082.png,0.8993021146645319,0.9368400569151468,0.9180710857898393,0,0,0,0,0,0
RIM_ONE_R3,083.png,0.9008385154274401,0.9626369233126078,0.9317377193700239,0,0,0,0,0,0
RIM_ONE_R3,084.png,0.8134679299777069,0.9523285385803368,0.8828982342790219,0,0,0,0,0,0
RIM_ONE_R3,085.png,0.8821476066359393,0.8695994998163468,0.875873553226143,0,0,0,0,0,0
RIM_ONE_R3,086.png,0.6822250694734592,0.9332213842661201,0.8077232268697896,0,0,0,0,0,0
RIM_ONE_R3,087.png,0.5765810330551202,0.6873004438491124,0.6319407384521163,0,0,0,0,0,0
RIM_ONE_R3,088.png,0.881339216513214,0.851634102738122,0.866486659625668,0,0,0,0,0,0
RIM_ONE_R3,089.png,0.7619320039682262,0.902426482225404,0.8321792430968151,0,0,0,0,0,0
RIM_ONE_R3,090.png,0.7708949259425606,0.9377867084899861,0.8543408172162734,0,0,0,0,0,0
RIM_ONE_R3,091.png,0.8136847086047574,0.9363291971697871,0.8750069528872723,0,0,0,0,0,0
RIM_ONE_R3,092.png,0.9304095483267609,0.9225682097561657,0.9264888790414634,0,0,0,0,0,0
RIM_ONE_R3,093.png,0.8474753630480838,0.9239651861251819,0.8857202745866328,0,0,0,0,0,0
RIM_ONE_R3,094.png,0.7987723654454213,0.9255355065387635,0.8621539359920924,0,0,0,0,0,0
RIM_ONE_R3,095.png,0.8117106598445788,0.9524283819932248,0.8820695209189018,0,0,0,0,0,0
RIM_ONE_R3,096.png,0.8271178178704575,0.9361924342526355,0.8816551260615465,0,0,0,0,0,0
RIM_ONE_R3,097.png,0.8001930715178387,0.9458197585834572,0.873006415050648,0,0,0,0,0,0
RIM_ONE_R3,098.png,0.8490261120843889,0.9588549571651874,0.9039405346247882,0,0,0,0,0,0
RIM_ONE_R3,099.png,0.8453807169317735,0.9470949640241129,0.8962378404779432,0,0,0,0,0,0
RIM_ONE_R3,100.png,0.8796577925573128,0.9485232176837767,0.9140905051205448,0,0,0,0,0,0
RIM_ONE_R3,101.png,0.946759566539819,0.9460711086318214,0.9464153375858202,0,0,0,0,0,0
RIM_ONE_R3,102.png,0.9461265280364942,0.939672707657836,0.9428996178471651,0,0,0,0,0,0
RIM_ONE_R3,103.png,0.8508570751195432,0.9111407917398866,0.8809989334297149,0,0,0,0,0,0
RIM_ONE_R3,104.png,0.8526489534566091,0.9470840533673921,0.8998665034120006,0,0,0,0,0,0
RIM_ONE_R3,105.png,0.7131347675226574,0.8896132014148306,0.801373984468744,0,0,0,0,0,0
RIM_ONE_R3,106.png,0.8746651081026544,0.9485523676460668,0.9116087378743606,0,0,0,0,0,0
RIM_ONE_R3,107.png,0.7272126724156747,0.9419445504672517,0.8345786114414632,0,0,0,0,0,0
RIM_ONE_R3,108.png,0.8258560747006691,0.935241694232831,0.8805488844667501,0,0,0,0,0,0
RIM_ONE_R3,109.png,0.7990793143674664,0.9581847976039417,0.878632055985704,0,0,0,0,0,0
RIM_ONE_R3,110.png,0.8267064361857062,0.936923479333395,0.8818149577595507,0,0,0,0,0,0
RIM_ONE_R3,111.png,0.7769368292536241,0.9080235177383256,0.8424801734959748,0,0,0,0,0,0
RIM_ONE_R3,112.png,0.6979071163001351,0.9375337894769751,0.8177204528885551,0,0,0,0,0,0
RIM_ONE_R3,113.png,0.6077733506126225,0.9449763474848896,0.7763748490487561,0,0,0,0,0,0
RIM_ONE_R3,114.png,0.75734713748687,0.9317449445491903,0.8445460410180301,0,0,0,0,0,0
RIM_ONE_R3,115.png,0.808288584969991,0.9584714777522532,0.8833800313611221,0,0,0,0,0,0
RIM_ONE_R3,116.png,0.7107138506652242,0.8443802577656694,0.7775470542154468,0,0,0,0,0,0
RIM_ONE_R3,117.png,0.8115669471077547,0.9387450157045865,0.8751559814061706,0,0,0,0,0,0
RIM_ONE_R3,118.png,0.9747534115264824,0.9642234918838717,0.9694884517051771,0,0,0,0,0,0
RIM_ONE_R3,119.png,0.9408112233832039,0.9708413089115489,0.9558262661473764,0,0,0,0,0,0
RIM_ONE_R3,120.png,0.7660778007341367,0.9486639366798426,0.8573708687069896,0,0,0,0,0,0
RIM_ONE_R3,121.png,0.8471319278162104,0.947975712915528,0.8975538203658692,0,0,0,0,0,0
RIM_ONE_R3,122.png,0.9147501478698896,0.92740976599587,0.9210799569328798,0,0,0,0,0,0
RIM_ONE_R3,123.png,0.8765785644611936,0.9297466500740468,0.9031626072676202,0,0,0,0,0,0
RIM_ONE_R3,124.png,0.8717189416758933,0.9387235363628165,0.9052212390193548,0,0,0,0,0,0
RIM_ONE_R3,125.png,0.8134909734494643,0.9091000761051964,0.8612955247773304,0,0,0,0,0,0
RIM_ONE_R3,126.png,0.7458223914510964,0.9207739023726269,0.8332981469118617,0,0,0,0,0,0
RIM_ONE_R3,127.png,0.8107423941376428,0.920497902752548,0.8656201484450954,0,0,0,0,0,0
RIM_ONE_R3,128.png,0.7446113404712287,0.9630945619454205,0.8538529512083246,0,0,0,0,0,0
RIM_ONE_R3,129.png,0.879558108710719,0.93280918542398,0.9061836470673494,0,0,0,0,0,0
RIM_ONE_R3,130.png,0.8737322376375369,0.9361429584449781,0.9049375980412575,0,0,0,0,0,0
RIM_ONE_R3,131.png,0.8591753506786073,0.8978683400741299,0.8785218453763686,0,0,0,0,0,0
RIM_ONE_R3,132.png,0.5861731471102173,0.8278848921038211,0.7070290196070192,0,0,0,0,0,0
RIM_ONE_R3,133.png,0.7940778245855284,0.9205227403102707,0.8573002824478996,0,0,0,0,0,0
RIM_ONE_R3,134.png,0.7824884108062989,0.9413330337183837,0.8619107222623413,0,0,0,0,0,0
RIM_ONE_R3,135.png,0.78704393885683,0.9073217547784931,0.8471828468176615,0,0,0,0,0,0
RIM_ONE_R3,136.png,0.888976594867757,0.9288446764049854,0.9089106356363712,0,0,0,0,0,0
RIM_ONE_R3,137.png,0.5704319213103519,0.9407650326181747,0.7555984769642633,0,0,0,0,0,0
RIM_ONE_R3,138.png,0.9613408231661713,0.9398253626959946,0.950583092931083,0,0,0,0,0,0
RIM_ONE_R3,139.png,0.8892696855809423,0.9385241810781987,0.9138969333295706,0,0,0,0,0,0
RIM_ONE_R3,140.png,0.713974676028971,0.9434780324006309,0.8287263542148009,0,0,0,0,0,0
RIM_ONE_R3,141.png,0.7243008518869251,0.9393925630512419,0.8318467074690834,0,0,0,0,0,0
RIM_ONE_R3,142.png,0.7704073174016118,0.9440272155274034,0.8572172664645077,0,0,0,0,0,0
RIM_ONE_R3,143.png,0.7366811908387552,0.9464543403432379,0.8415677655909966,0,0,0,0,0,0
RIM_ONE_R3,144.png,0.7195297026125723,0.9479380108317103,0.8337338567221413,0,0,0,0,0,0
RIM_ONE_R3,145.png,0.7355791108000782,0.9430972564145423,0.8393381836073103,0,0,0,0,0,0
RIM_ONE_R3,146.png,0.6892151429533333,0.9151611626743044,0.8021881528138188,0,0,0,0,0,0
RIM_ONE_R3,147.png,0.7035654777373876,0.9559085830954474,0.8297370304164176,0,0,0,0,0,0
RIM_ONE_R3,148.png,0.8648405470298351,0.9448124854517368,0.904826516240786,0,0,0,0,0,0
RIM_ONE_R3,149.png,0.8161602938721002,0.9481539923267299,0.8821571430994151,0,0,0,0,0,0
RIM_ONE_R3,150.png,0.7949326212057573,0.8829082392820556,0.8389204302439064,0,0,0,0,0,0
RIM_ONE_R3,151.png,0.803989463847521,0.9493814916574613,0.8766854777524912,0,0,0,0,0,0
RIM_ONE_R3,152.png,0.8941266749454031,0.8415375688887358,0.8678321219170695,0,0,0,0,0,0
RIM_ONE_R3,153.png,0.6263881852389788,0.6238439288158221,0.6251160570274004,0,0,0,0,0,0
RIM_ONE_R3,154.png,0.683148340647795,0.9065409554507409,0.7948446480492679,0,0,0,0,0,0
RIM_ONE_R3,155.png,0.8243792096066465,0.8761915894377187,0.8502853995221826,0,0,0,0,0,0
RIM_ONE_R3,156.png,0.6118288546912656,0.9340295011018033,0.7729291778965344,0,0,0,0,0,0
RIM_ONE_R3,157.png,0.7684235496737983,0.9438526683160351,0.8561381089949167,0,0,0,0,0,0
RIM_ONE_R3,158.png,0.8428587554632812,0.9242521749107818,0.8835554651870314,0,0,0,0,0,0
RIM_ONE_R3,159.png,0.8335015851104423,0.962601847549287,0.8980517163298647,0,0,0,0,0,0
