DATA_TEST,NOMBRE,DICE OC,DICE OD,DICE ODint,DICE AVG,PRECISION OC,PRECISION OD,PRECISION ODint,RECALL OC,RECALL OD,RECALL ODint,Hausdorff_distance_OC,Hausdorff_distance_OD,Hausdorff_distance_ODint
DRISHTI,Test/003.png,0.9257766057303457,0.9665458454905644,0.9688485618714484,0.946161225610455,0,0,0,0,0,0,0,0,0
DRISHTI,Test/005.png,0.937966389481782,0.9855510634191357,0.9861414611821784,0.9617587264504588,0,0,0,0,0,0,0,0,0
DRISHTI,Test/006.png,0.9204588940759373,0.9797427065120841,0.9805879855101226,0.9501008002940107,0,0,0,0,0,0,0,0,0
DRISHTI,Test/007.png,0.9617874691131574,0.971594695447697,0.9733115501120904,0.9666910822804272,0,0,0,0,0,0,0,0,0
DRISHTI,Test/009.png,0.8616768867474544,0.9832181211419841,0.984773330323519,0.9224475039447193,0,0,0,0,0,0,0,0,0
DRISHTI,Test/011.png,0.9121262599725433,0.979731453995563,0.9820899018411693,0.9459288569840532,0,0,0,0,0,0,0,0,0
DRISHTI,Test/013.png,0.9474041148940047,0.9766739889590064,0.9789884710605439,0.9620390519265055,0,0,0,0,0,0,0,0,0
DRISHTI,Test/014.png,0.926364312367771,0.9832304533991332,0.9849567153609604,0.9547973828834521,0,0,0,0,0,0,0,0,0
DRISHTI,Test/019.png,0.9682210954638606,0.978572542202101,0.9800309168041635,0.9733968188329808,0,0,0,0,0,0,0,0,0
DRISHTI,Test/020.png,0.9342596659208322,0.9801934317799628,0.981978836343121,0.9572265488503975,0,0,0,0,0,0,0,0,0
DRISHTI,Test/021.png,0.9605229507682531,0.9306054695505361,0.9333788988468251,0.9455642101593946,0,0,0,0,0,0,0,0,0
DRISHTI,Test/023.png,0.8962493010200847,0.9796012345130394,0.9790303642683476,0.937925267766562,0,0,0,0,0,0,0,0,0
DRISHTI,Test/025.png,0.9504063614662249,0.969303702980565,0.9715200729978366,0.959855032223395,0,0,0,0,0,0,0,0,0
DRISHTI,Test/027.png,0.9470614784399782,0.9698123216580076,0.9715555623236363,0.958436900048993,0,0,0,0,0,0,0,0,0
DRISHTI,Test/028.png,0.9272665721797619,0.9801102824725427,0.981958624691202,0.9536884273261523,0,0,0,0,0,0,0,0,0
DRISHTI,Test/029.png,0.9179863960416443,0.9882458231174107,0.9892295231603341,0.9531161095795275,0,0,0,0,0,0,0,0,0
