DATA_TEST,NOMBRE,DICE OC,DICE OD,DICE ODint,DICE AVG,PRECISION OC,PRECISION OD,PRECISION ODint,RECALL OC,RECALL OD,RECALL ODint,Hausdorff_distance_OC,Hausdorff_distance_OD,Hausdorff_distance_ODint
REFUGE,Test/0801.png,0.9321593828869016,0.9704040102111269,0.9713715306798508,0.9512816965490143,0,0,0,0,0,0,0,0,0
REFUGE,Test/0802.png,0.9300024544179524,0.98750373777224,0.9893584309962422,0.9587530960950962,0,0,0,0,0,0,0,0,0
REFUGE,Test/0803.png,0.911604592577311,0.9612565967361184,0.9609496228379784,0.9364305946567146,0,0,0,0,0,0,0,0,0
REFUGE,Test/0804.png,0.9153625523391209,0.9767981010617584,0.9757387699014491,0.9460803267004396,0,0,0,0,0,0,0,0,0
REFUGE,Test/0805.png,0.9770862335409689,0.9773044205560792,0.9784304401463493,0.9771953270485241,0,0,0,0,0,0,0,0,0
REFUGE,Test/0806.png,0.8554179060315927,0.9895966515399273,0.9893653169149749,0.92250727878576,0,0,0,0,0,0,0,0,0
REFUGE,Test/0807.png,0.8988112780756926,0.9858996772874893,0.9851661111704666,0.942355477681591,0,0,0,0,0,0,0,0,0
REFUGE,Test/0808.png,0.9524110399201904,0.9782572341715383,0.9801918554880013,0.9653341370458643,0,0,0,0,0,0,0,0,0
REFUGE,Test/0809.png,0.7641727517533494,0.9693317775002354,0.9694904534565051,0.8667522646267924,0,0,0,0,0,0,0,0,0
REFUGE,Test/0810.png,0.9248794955134758,0.9864502883536133,0.9864411534398528,0.9556648919335445,0,0,0,0,0,0,0,0,0
REFUGE,Test/0811.png,0.8953113788479605,0.989804039951745,0.9887097889819867,0.9425577093998527,0,0,0,0,0,0,0,0,0
REFUGE,Test/0812.png,0.876534762434082,0.9318394066763229,0.9388154770874197,0.9041870845552025,0,0,0,0,0,0,0,0,0
REFUGE,Test/0813.png,0.9024368463840453,0.9912681447403876,0.9925767799220687,0.9468524955622164,0,0,0,0,0,0,0,0,0
REFUGE,Test/0814.png,0.9246257100389599,0.985102803450556,0.9859055444904508,0.9548642567447579,0,0,0,0,0,0,0,0,0
REFUGE,Test/0815.png,0.9157899341766061,0.9802412264737953,0.9802904720662463,0.9480155803252007,0,0,0,0,0,0,0,0,0
REFUGE,Test/0816.png,0.8886020744554679,0.9609656521918567,0.9618973125396972,0.9247838633236622,0,0,0,0,0,0,0,0,0
REFUGE,Test/0817.png,0.9274585904125322,0.9786675074039402,0.9805402718761641,0.9530630489082361,0,0,0,0,0,0,0,0,0
REFUGE,Test/0818.png,0.8948609372827259,0.9747314002244535,0.976378677961053,0.9347961687535897,0,0,0,0,0,0,0,0,0
REFUGE,Test/0819.png,0.9017227602060878,0.9569192063969689,0.9588477454939253,0.9293209833015283,0,0,0,0,0,0,0,0,0
REFUGE,Test/0820.png,0.8162457663017851,0.969645236977255,0.9683399552565823,0.89294550163952,0,0,0,0,0,0,0,0,0
REFUGE,Test/0821.png,0.9100848541208193,0.9890782331036925,0.990331445648814,0.9495815436122559,0,0,0,0,0,0,0,0,0
REFUGE,Test/0822.png,0.9426925459209228,0.9848444364996736,0.9838235448770206,0.9637684912102982,0,0,0,0,0,0,0,0,0
REFUGE,Test/0823.png,0.9440090904690994,0.9759144294796842,0.9763639276658577,0.9599617599743918,0,0,0,0,0,0,0,0,0
REFUGE,Test/0824.png,0.760283349106952,0.9719382630563465,0.9743175070496293,0.8661108060816493,0,0,0,0,0,0,0,0,0
REFUGE,Test/0825.png,0.8290801017597544,0.8980748459132302,0.9024752267751786,0.8635774738364923,0,0,0,0,0,0,0,0,0
REFUGE,Test/0826.png,0.9488504893051425,0.96711306851507,0.9695224649212485,0.9579817789101062,0,0,0,0,0,0,0,0,0
REFUGE,Test/0827.png,0.9048856884649082,0.9689081119878076,0.9698947815105414,0.9368969002263579,0,0,0,0,0,0,0,0,0
REFUGE,Test/0828.png,0.9269736113973694,0.9561667530091531,0.9580074116635944,0.9415701822032613,0,0,0,0,0,0,0,0,0
REFUGE,Test/0829.png,0.9334381454484032,0.9920982910931988,0.992089803496997,0.9627682182708011,0,0,0,0,0,0,0,0,0
REFUGE,Test/0830.png,0.882980311448495,0.9682279538226516,0.9708949380612804,0.9256041326355733,0,0,0,0,0,0,0,0,0
REFUGE,Test/0831.png,0.8331067544398686,0.9868505133014219,0.9854093796532661,0.9099786338706453,0,0,0,0,0,0,0,0,0
REFUGE,Test/0832.png,0.8862695122041185,0.9773514841529689,0.9749701120039127,0.9318104981785438,0,0,0,0,0,0,0,0,0
REFUGE,Test/0833.png,0.8764663486075787,0.9804045513656411,0.9812416472393303,0.9284354499866099,0,0,0,0,0,0,0,0,0
REFUGE,Test/0834.png,0.9473934880343876,0.9823749665681123,0.983667427142827,0.9648842273012499,0,0,0,0,0,0,0,0,0
REFUGE,Test/0835.png,0.9115830679424145,0.9640191504246629,0.9664787585156118,0.9378011091835388,0,0,0,0,0,0,0,0,0
REFUGE,Test/0836.png,0.857617037183014,0.9483047273899976,0.9462338255633433,0.9029608822865058,0,0,0,0,0,0,0,0,0
REFUGE,Test/0837.png,0.9207337240236759,0.9726442671315726,0.9730973960611505,0.9466889955776243,0,0,0,0,0,0,0,0,0
REFUGE,Test/0838.png,0.9230939462467381,0.9852114625982378,0.9847162303029783,0.954152704422488,0,0,0,0,0,0,0,0,0
REFUGE,Test/0839.png,0.8742767041038221,0.9859964549458552,0.9880810001745093,0.9301365795248386,0,0,0,0,0,0,0,0,0
REFUGE,Test/0840.png,0.9537955355412067,0.9731560846276484,0.9749709764253438,0.9634758100844275,0,0,0,0,0,0,0,0,0
REFUGE,Test/0841.png,0.7112217171517621,0.8966727184011705,0.8978982610010829,0.8039472177764663,0,0,0,0,0,0,0,0,0
REFUGE,Test/0842.png,0.9258428941653198,0.9870351728244084,0.9888553671708243,0.9564390334948641,0,0,0,0,0,0,0,0,0
REFUGE,Test/0843.png,0.8926459510406691,0.9791985938476226,0.9805445363027616,0.9359222724441458,0,0,0,0,0,0,0,0,0
REFUGE,Test/0844.png,0.9479600081485715,0.9825685435263377,0.9833458254423073,0.9652642758374546,0,0,0,0,0,0,0,0,0
REFUGE,Test/0845.png,0.8138792725437352,0.985991023133016,0.9874891657316385,0.8999351478383756,0,0,0,0,0,0,0,0,0
REFUGE,Test/0846.png,0.9017821939589264,0.9698962795386729,0.9690904744296489,0.9358392367487997,0,0,0,0,0,0,0,0,0
REFUGE,Test/0847.png,0.9654392610097343,0.9748619609355256,0.9770733210397088,0.9701506109726299,0,0,0,0,0,0,0,0,0
REFUGE,Test/0848.png,0.8751952891269199,0.9707996026770432,0.972735996753862,0.9229974459019816,0,0,0,0,0,0,0,0,0
REFUGE,Test/0849.png,0.8730264229941078,0.927067105734749,0.9268519375892261,0.9000467643644284,0,0,0,0,0,0,0,0,0
